PROTEIN	SOURCE	LENGTH	UNIPROT_ID	Tm_(C)
Glucose-6-phosphate isomerase 	Saccharomyces cerevisiae	554	P12709	54.31
Glutamine--tRNA ligase 	Saccharomyces cerevisiae	809	P13188	43.26
Orotate phosphoribosyltransferase 1 	Saccharomyces cerevisiae	226	P13298	43.37
Aspartate-semialdehyde dehydrogenase 	Saccharomyces cerevisiae	365	P13663	44.93
Dolichol-phosphate mannosyltransferase 	Saccharomyces cerevisiae	267	P14020	54.1
Glycerol 2-dehydrogenase 	Saccharomyces cerevisiae	312	P14065	57.59
60S ribosomal protein L30 	Saccharomyces cerevisiae	105	P14120	56.98
60S ribosomal protein L3 	Saccharomyces cerevisiae	387	P14126	49.42
Carboxypeptidase Y inhibitor 	Saccharomyces cerevisiae	219	P14306	51.12
Fructose-bisphosphate aldolase 	Saccharomyces cerevisiae	359	P14540	42.78
Peptidyl-prolyl cis-trans isomerase 	Saccharomyces cerevisiae	162	P14832	49.67
Vacuolar aminopeptidase 1 	Saccharomyces cerevisiae	514	P14904	42.81
Protein translocation protein SEC63 	Saccharomyces cerevisiae	663	P14906	43.41
Transaldolase 	Saccharomyces cerevisiae	335	P15019	46.81
ATP-dependent molecular chaperone HSC82 	Saccharomyces cerevisiae	705	P15108	45.07
Lysine--tRNA ligase	Saccharomyces cerevisiae	591	P15180	42.49
Protein transport protein SEC23	Saccharomyces cerevisiae	768	P15303	45.98
tRNA (guanine(26)-N(2))-dimethyltransferase, mitochondrial 	Saccharomyces cerevisiae	570	P15565	51.45
Phenylalanine--tRNA ligase beta subunit 	Saccharomyces cerevisiae	595	P15624	52.72
Phenylalanine--tRNA ligase alpha subunit 	Saccharomyces cerevisiae	503	P15625	52.31
Glucan 1	Saccharomyces cerevisiae	313	P15703	59.73
Heat shock protein STI1	Saccharomyces cerevisiae	589	P15705	51.16
Heat shock protein 26 	Saccharomyces cerevisiae	214	P15992	41.58
Threonine synthase 	Saccharomyces cerevisiae	514	P16120	56.88
V-type proton ATPase subunit B 	Saccharomyces cerevisiae	517	P16140	49.17
DNA-directed RNA polymerase II subunit RPB3 	Saccharomyces cerevisiae	318	P16370	55.84
Pyruvate dehydrogenase complex protein X component	Saccharomyces cerevisiae	410	P16451	45.29
Endoplasmic reticulum chaperone BiP 	Saccharomyces cerevisiae	682	P16474	47.22
Elongation factor 3A 	Saccharomyces cerevisiae	1044	P16521	41.25
Protein APA1 [Includes: Diadenosine 5'	Saccharomyces cerevisiae	321	P16550	42.46
NADPH--cytochrome P450 reductase 	Saccharomyces cerevisiae	691	P16603	52.74
General transcriptional corepressor TUP1 	Saccharomyces cerevisiae	713	P16649	62.34
ATP-dependent 6-phosphofructokinase subunit alpha 	Saccharomyces cerevisiae	987	P16861	53.26
60S ribosomal protein L8-A 	Saccharomyces cerevisiae	256	P17076	51.89
V-type proton ATPase catalytic subunit A 	Saccharomyces cerevisiae	1071	P17255	49.99
Malate dehydrogenase	Saccharomyces cerevisiae	334	P17505	51.38
Adenylyl cyclase-associated protein 	Saccharomyces cerevisiae	526	P17555	51.32
4-aminobutyrate aminotransferase 	Saccharomyces cerevisiae	471	P17649	44.16
Glutaredoxin-2 	Saccharomyces cerevisiae	143	P17695	43.3
Clathrin light chain 	Saccharomyces cerevisiae	233	P17891	56.63
Protein disulfide-isomerase 	Saccharomyces cerevisiae	522	P17967	43.82
ER lumen protein-retaining receptor 	Saccharomyces cerevisiae	219	P18414	54.69
Fatty acid synthase subunit alpha 	Saccharomyces cerevisiae	1887	P19097	49.33
Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex	Saccharomyces cerevisiae	463	P19262	55.11
Aconitate hydratase	Saccharomyces cerevisiae	778	P19414	50.41
E3 ubiquitin-protein ligase UBR1 	Saccharomyces cerevisiae	1950	P19812	51.2
4-nitrophenylphosphatase 	Saccharomyces cerevisiae	312	P19881	58.06
Heat shock protein 60	Saccharomyces cerevisiae	572	P19882	50.35
Dihydroorotase 	Saccharomyces cerevisiae	364	P20051	55.74
FK506-binding protein 1 	Saccharomyces cerevisiae	114	P20081	51.15
DNA-directed RNA polymerase II subunit RPB4 	Saccharomyces cerevisiae	221	P20433	53.83
2-oxoglutarate dehydrogenase	Saccharomyces cerevisiae	1014	P20967	44.01
Probable proteasome subunit alpha type-7 	Saccharomyces cerevisiae	288	P21242	54.91
Proteasome subunit alpha type-1 	Saccharomyces cerevisiae	252	P21243	42.58
Phosphoribosylaminoimidazole carboxylase 	Saccharomyces cerevisiae	571	P21264	57.31
Ribonucleoside-diphosphate reductase large chain 1 	Saccharomyces cerevisiae	888	P21524	50.18
Spore wall maturation protein DIT1	Saccharomyces cerevisiae	536	P21623	57.49
Ubiquitin-conjugating enzyme E2 1 	Saccharomyces cerevisiae	215	P21734	59.97
Guanine nucleotide exchange factor SRM1 	Saccharomyces cerevisiae	482	P21827	49.52
Isocitrate dehydrogenase [NADP]	Saccharomyces cerevisiae	428	P21954	51.82
Transcription regulatory protein SNF2 	Saccharomyces cerevisiae	1703	P22082	53.09
Clathrin heavy chain	Saccharomyces cerevisiae	1653	P22137	44.01
DNA-directed RNA polymerase I subunit RPA135 	Saccharomyces cerevisiae	1203	P22138	49.31
1,3-beta-glucanosyltransferase GAS1	Saccharomyces cerevisiae	559	P22146	48.53
Heat shock protein SSA4	Saccharomyces cerevisiae	642	P22202	45.32
Thioredoxin-1 	Saccharomyces cerevisiae	103	P22217	67.09
Ubiquitin-activating enzyme E1 1 	Saccharomyces cerevisiae	1024	P22515	45.43
Argininosuccinate synthase 	Saccharomyces cerevisiae	420	P22768	43.36
Apurinic-apyrimidinic endonuclease 1 	Saccharomyces cerevisiae	367	P22936	67.51
12 kDa heat shock protein 	Saccharomyces cerevisiae	109	P22943	49.53
40S ribosomal protein S1-B 	Saccharomyces cerevisiae	255	P23248	48.12
Transketolase 1 	Saccharomyces cerevisiae	680	P23254	57.29
Eukaryotic translation initiation factor 5A-1 	Saccharomyces cerevisiae	157	P23301	53.51
Aspartate aminotransferase	Saccharomyces cerevisiae	418	P23542	63.11
Transcription elongation factor SPT6 	Saccharomyces cerevisiae	1451	P23615	56.8
Proteasome subunit alpha type-3 	Saccharomyces cerevisiae	258	P23638	64.8
SEC14 cytosolic factor 	Saccharomyces cerevisiae	304	P24280	49.19
Phosphomevalonate kinase 	Saccharomyces cerevisiae	451	P24521	51.58
Elongation factor G	Saccharomyces cerevisiae	761	P25039	49.09
Proteasome subunit beta type-2 	Saccharomyces cerevisiae	261	P25043	64.07
Serine palmitoyltransferase 1 	Saccharomyces cerevisiae	558	P25045	54.61
Protein SIS1	Saccharomyces cerevisiae	352	P25294	56.52
Delta(24(24(1)))-sterol reductase	Saccharomyces cerevisiae	473	P25340	55.62
Cell division control protein 10	Saccharomyces cerevisiae	322	P25342	42.79
Flavoprotein-like protein YCP4	Saccharomyces cerevisiae	247	P25349	58.4
Probable ATP-dependent permease	Saccharomyces cerevisiae	1049	P25371	46.28
Intracellular protein transport protein USO1 	Saccharomyces cerevisiae	1790	P25386	50.84
40S ribosomal protein S2 	Saccharomyces cerevisiae	254	P25443	49.9
Mitochondrial protein import protein MAS5 	Saccharomyces cerevisiae	409	P25491	51.73
RNA-binding protein SRO9 	Saccharomyces cerevisiae	434	P25567	48.26
Peptidyl-prolyl cis-trans isomerase C	Saccharomyces cerevisiae	182	P25719	49.03
Pyruvate decarboxylase isozyme 3 	Saccharomyces cerevisiae	563	P26263	57.12
60S ribosomal protein L5 	Saccharomyces cerevisiae	297	P26321	56.72
Leucine--tRNA ligase	Saccharomyces cerevisiae	1090	P26637	43.56
40S ribosomal protein S5 	Saccharomyces cerevisiae	225	P26783	50.7
60S ribosomal protein L16-A 	Saccharomyces cerevisiae	199	P26784	54.31
60S ribosomal protein L16-B 	Saccharomyces cerevisiae	198	P26785	56.94
40S ribosomal protein S7-A 	Saccharomyces cerevisiae	190	P26786	51.13
Carboxypeptidase S 	Saccharomyces cerevisiae	576	P27614	53.08
Phosphoribosylaminoimidazole-succinocarboxamide synthase 	Saccharomyces cerevisiae	306	P27616	49.57
Alpha-1,2 mannosyltransferase KTR1	Saccharomyces cerevisiae	393	P27810	56.09
DNA-directed RNA polymerase II subunit RPB9 	Saccharomyces cerevisiae	122	P27999	43.84
Dihydroorotate dehydrogenase 	Saccharomyces cerevisiae	314	P28272	49.3
5-oxoprolinase 	Saccharomyces cerevisiae	1286	P28273	52.67
Co-chaperone protein SBA1	Saccharomyces cerevisiae	216	P28707	54.55
Chorismate synthase 	Saccharomyces cerevisiae	376	P28777	47.99
Isocitrate dehydrogenase [NAD] subunit 1	Saccharomyces cerevisiae	360	P28834	52.48
Endochitinase 	Saccharomyces cerevisiae	562	P29029	46.52
Protein BMH1	Saccharomyces cerevisiae	267	P29311	53.22
60S ribosomal protein L8-B 	Saccharomyces cerevisiae	256	P29453	51.49
Poly(A) polymerase	Saccharomyces cerevisiae	568	P29468	48.88
Thioredoxin reductase 1 	Saccharomyces cerevisiae	319	P29509	43.91
Elongation factor 1-gamma 1 	Saccharomyces cerevisiae	415	P29547	44.01
Mannose-6-phosphate isomerase 	Saccharomyces cerevisiae	429	P29952	44.9
Long-chain-fatty-acid--CoA ligase 1 	Saccharomyces cerevisiae	700	P30624	49.93
Proteasome subunit beta type-7 	Saccharomyces cerevisiae	266	P30657	64.76
Exportin-1 	Saccharomyces cerevisiae	1084	P30822	50.98
ATP synthase subunit d	Saccharomyces cerevisiae	174	P30902	49.04
Homoserine dehydrogenase 	Saccharomyces cerevisiae	359	P31116	56.39
Cystathionine gamma-lyase 	Saccharomyces cerevisiae	394	P31373	67.04
V-type proton ATPase subunit C 	Saccharomyces cerevisiae	392	P31412	46.01
Heat shock protein 104 	Saccharomyces cerevisiae	908	P31539	51.31
Trehalose-phosphatase 	Saccharomyces cerevisiae	896	P31688	50.61
Acyl-CoA-binding protein 	Saccharomyces cerevisiae	87	P31787	46.19
Coatomer subunit gamma 	Saccharomyces cerevisiae	935	P32074	43.2
3'(2'),5'-bisphosphate nucleotidase	Saccharomyces cerevisiae	357	P32179	52.34
Glycerol-3-phosphate dehydrogenase	Saccharomyces cerevisiae	649	P32191	53.15
Pyrroline-5-carboxylate reductase 	Saccharomyces cerevisiae	286	P32263	52.06
Glutamate 5-kinase 	Saccharomyces cerevisiae	428	P32264	48.25
Glutamine synthetase 	Saccharomyces cerevisiae	370	P32288	42.28
Acetyl-CoA hydrolase 	Saccharomyces cerevisiae	526	P32316	51.24
Elongation factor 2 	Saccharomyces cerevisiae	842	P32324	56.93
Pyruvate carboxylase 2 	Saccharomyces cerevisiae	1180	P32327	53.9
Rotenone-insensitive NADH-ubiquinone oxidoreductase	Saccharomyces cerevisiae	513	P32340	43.4
Uroporphyrinogen decarboxylase 	Saccharomyces cerevisiae	362	P32347	64.82
V-type proton ATPase subunit d 	Saccharomyces cerevisiae	345	P32366	57.54
Diphosphomevalonate decarboxylase 	Saccharomyces cerevisiae	396	P32377	55.22
ATP-dependent bile acid permease	Saccharomyces cerevisiae	1661	P32386	45.37
Malate dehydrogenase	Saccharomyces cerevisiae	343	P32419	47.97
Single-stranded DNA-binding protein RIM1	Saccharomyces cerevisiae	135	P32445	69.61
Aminopeptidase 2	Saccharomyces cerevisiae	952	P32454	54.28
Cell division control protein 3	Saccharomyces cerevisiae	520	P32457	50.15
Elongation factor 1-beta 	Saccharomyces cerevisiae	206	P32471	45.05
Pyruvate dehydrogenase E1 component subunit beta	Saccharomyces cerevisiae	366	P32473	42.09
Squalene monooxygenase 	Saccharomyces cerevisiae	496	P32476	40.46
26S proteasome regulatory subunit RPN12 	Saccharomyces cerevisiae	274	P32496	46.0
Eukaryotic translation initiation factor 3 subunit C 	Saccharomyces cerevisiae	812	P32497	54.97
Urea amidolyase [Includes: Urea carboxylase 	Saccharomyces cerevisiae	1835	P32528	45.51
FACT complex subunit SPT16 	Saccharomyces cerevisiae	1035	P32558	53.47
V-type proton ATPase subunit a	Saccharomyces cerevisiae	840	P32563	50.28
26S proteasome regulatory subunit RPN2	Saccharomyces cerevisiae	945	P32565	47.57
Cystathionine beta-synthase 	Saccharomyces cerevisiae	507	P32582	50.67
Serine/threonine-protein phosphatase PP1-2 	Saccharomyces cerevisiae	312	P32598	48.67
Fimbrin 	Saccharomyces cerevisiae	642	P32599	47.16
V-type proton ATPase subunit D 	Saccharomyces cerevisiae	256	P32610	52.34
Fumarate reductase 1 	Saccharomyces cerevisiae	470	P32614	53.26
UV excision repair protein RAD23	Saccharomyces cerevisiae	398	P32628	46.96
S-(hydroxymethyl)glutathione dehydrogenase	Saccharomyces cerevisiae	386	P32771	54.87
Transcription initiation factor IIA subunit 2 	Saccharomyces cerevisiae	122	P32774	58.84
Mitochondrial genome maintenance protein MGM101	Saccharomyces cerevisiae	269	P32787	46.91
ATPase family gene 2 protein 	Saccharomyces cerevisiae	780	P32794	66.58
Cytochrome c oxidase subunit 13	Saccharomyces cerevisiae	129	P32799	43.18
Peroxisomal biogenesis factor 2 	Saccharomyces cerevisiae	271	P32800-2	51.62
Endosomal protein P24B 	Saccharomyces cerevisiae	203	P32803	51.96
Zinc-regulated transporter 1 	Saccharomyces cerevisiae	376	P32804	52.21
GTP-binding nuclear protein GSP2/CNR2	Saccharomyces cerevisiae	220	P32836	54.36
UTP--glucose-1-phosphate uridylyltransferase 	Saccharomyces cerevisiae	499	P32861	45.33
D-lactate dehydrogenase [cytochrome] 1	Saccharomyces cerevisiae	587	P32891	51.15
Ribose-phosphate pyrophosphokinase 1 	Saccharomyces cerevisiae	427	P32895	51.28
Mitochondrial presequence protease 	Saccharomyces cerevisiae	989	P32898	57.39
40S ribosomal protein S0-A 	Saccharomyces cerevisiae	252	P32905	52.08
Actin-related protein 2/3 complex subunit 4 	Saccharomyces cerevisiae	171	P33204	46.72
26S proteasome regulatory subunit 7 homolog 	Saccharomyces cerevisiae	467	P33299	53.49
Deoxyuridine 5'-triphosphate nucleotidohydrolase 	Saccharomyces cerevisiae	147	P33317	54.33
H/ACA ribonucleoprotein complex subunit CBF5 	Saccharomyces cerevisiae	483	P33322	44.8
NAD-specific glutamate dehydrogenase 	Saccharomyces cerevisiae	1092	P33327	54.93
Phosphoserine aminotransferase 	Saccharomyces cerevisiae	395	P33330	42.42
Nuclear transport factor 2 	Saccharomyces cerevisiae	125	P33331	53.48
Phosphoglucomutase 1 	Saccharomyces cerevisiae	570	P33401	55.31
Exportin-T 	Saccharomyces cerevisiae	1100	P33418	43.11
Imidazole glycerol phosphate synthase hisHF 	Saccharomyces cerevisiae	552	P33734	46.17
Dolichyl-phosphate-mannose--protein mannosyltransferase 1 	Saccharomyces cerevisiae	817	P33775	46.6
EH domain-containing and endocytosis protein 1 	Saccharomyces cerevisiae	1381	P34216	51.82
Zinc-regulated transporter 3 	Saccharomyces cerevisiae	503	P34240	51.17
Protein BMH2	Saccharomyces cerevisiae	273	P34730	47.12
Peroxiredoxin TSA1 	Saccharomyces cerevisiae	196	P34760	51.18
Peptidyl-prolyl cis-trans isomerase D 	Saccharomyces cerevisiae	225	P35176	55.59
Ribosomal RNA-processing protein 1	Saccharomyces cerevisiae	278	P35178	54.26
U3 small nucleolar RNA-associated protein 20 	Saccharomyces cerevisiae	2493	P35194	42.14
ADP-ribosylation factor GTPase-activating protein GCS1 	Saccharomyces cerevisiae	352	P35197	46.28
Translationally-controlled tumor protein homolog 	Saccharomyces cerevisiae	167	P35691	45.33
Nucleoporin NUP120 	Saccharomyces cerevisiae	1037	P35729	57.78
RNA polymerase II degradation factor 1 	Saccharomyces cerevisiae	738	P35732	69.55
Oxysterol-binding protein homolog 4 	Saccharomyces cerevisiae	434	P35844	50.19
Synaptobrevin homolog YKT6 	Saccharomyces cerevisiae	200	P36015	52.24
Protein DOA1 	Saccharomyces cerevisiae	715	P36037	65.48
ATP-dependent 	Saccharomyces cerevisiae	337	P36059	54.13
Sedoheptulose 1	Saccharomyces cerevisiae	271	P36136	52.56
Glutathione S-transferase omega-like 2 	Saccharomyces cerevisiae	370	P36156	61.89
Tyrosine--tRNA ligase	Saccharomyces cerevisiae	394	P36421	45.76
Phosphoglucomutase 2 	Saccharomyces cerevisiae	569	P37012	50.78
Assembly factor CBP4 	Saccharomyces cerevisiae	147	P37267	48.08
Serine hydroxymethyltransferase	Saccharomyces cerevisiae	469	P37291	50.43
Serine hydroxymethyltransferase	Saccharomyces cerevisiae	490	P37292	61.24
Phosphatidylinositol 4-kinase STT4 	Saccharomyces cerevisiae	1900	P37297	48.2
Cytochrome b-c1 complex subunit 10	Saccharomyces cerevisiae	77	P37299	52.37
Aminopeptidase Y 	Saccharomyces cerevisiae	537	P37302	47.33
Low specificity L-threonine aldolase 	Saccharomyces cerevisiae	387	P37303	46.27
Alanine/arginine aminopeptidase 	Saccharomyces cerevisiae	856	P37898	51.59
Bifunctional purine biosynthesis protein ADE17 [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase 	Saccharomyces cerevisiae	592	P38009	61.57
Guanine nucleotide-binding protein subunit beta-like protein 	Saccharomyces cerevisiae	319	P38011	61.33
Peroxiredoxin AHP1 	Saccharomyces cerevisiae	176	P38013	43.42
60S ribosomal protein L32 	Saccharomyces cerevisiae	130	P38061	59.77
Alpha-1,2-mannosyltransferase MNN2	Saccharomyces cerevisiae	597	P38069	46.31
Protein arginine N-methyltransferase 1 	Saccharomyces cerevisiae	348	P38074	53.43
Pyridoxamine 5'-phosphate oxidase 	Saccharomyces cerevisiae	228	P38075	43.75
ATP synthase subunit gamma	Saccharomyces cerevisiae	311	P38077	52.81
Glycine--tRNA ligase 1	Saccharomyces cerevisiae	690	P38088-2	43.89
Putative serine carboxypeptidase YBR139W 	Saccharomyces cerevisiae	508	P38109	68.68
D-arabinose dehydrogenase [NAD(P)+] heavy chain	Saccharomyces cerevisiae	344	P38115	50.28
Probable mannosyltransferase KTR3 	Saccharomyces cerevisiae	404	P38130	54.13
Multisite-specific tRNA:	Saccharomyces cerevisiae	684	P38205	54.4
Obg-like ATPase 1	Saccharomyces cerevisiae	394	P38219	63.1
Phosphatidate cytidylyltransferase 	Saccharomyces cerevisiae	457	P38221	60.33
Uncharacterized protein YBR053C	Saccharomyces cerevisiae	358	P38235	57.17
Cell wall protein ECM33 	Saccharomyces cerevisiae	429	P38248	52.33
Eukaryotic translation initiation factor 3 subunit A 	Saccharomyces cerevisiae	964	P38249	46.52
Increased sodium tolerance protein 2	Saccharomyces cerevisiae	946	P38250	55.48
Hsp70 nucleotide exchange factor FES1 	Saccharomyces cerevisiae	290	P38260	47.83
Medium-chain fatty acid ethyl ester synthase/esterase 2 	Saccharomyces cerevisiae	451	P38295	44.67
Actin-related protein 2/3 complex subunit 1 	Saccharomyces cerevisiae	384	P38328	50.57
3-ketodihydrosphingosine reductase TSC10 	Saccharomyces cerevisiae	320	P38342	63.78
Trehalose synthase complex regulatory subunit TPS3 	Saccharomyces cerevisiae	1054	P38426	51.53
GTP-binding protein YPT31/YPT8 	Saccharomyces cerevisiae	223	P38555	44.47
Protein YGP1 	Saccharomyces cerevisiae	354	P38616	48.83
Proteasome subunit beta type-1 	Saccharomyces cerevisiae	215	P38624	65.59
GMP synthase [glutamine-hydrolyzing] 	Saccharomyces cerevisiae	525	P38625	43.84
CTP synthase 2 	Saccharomyces cerevisiae	578	P38627	49.67
1,3-beta-glucan synthase component FKS1	Saccharomyces cerevisiae	1876	P38631	51.44
Ribose-phosphate pyrophosphokinase 3 	Saccharomyces cerevisiae	320	P38689	50.63
Inosine-5'-monophosphate dehydrogenase 2 	Saccharomyces cerevisiae	523	P38697	52.42
40S ribosomal protein S20 	Saccharomyces cerevisiae	121	P38701	51.85
Asparagine--tRNA ligase	Saccharomyces cerevisiae	554	P38707	46.29
40S ribosomal protein S27-B 	Saccharomyces cerevisiae	82	P38711	53.7
Arginine--tRNA ligase	Saccharomyces cerevisiae	643	P38714	59.24
Uncharacterized trans-sulfuration enzyme YHR112C	Saccharomyces cerevisiae	378	P38716	52.41
6-phosphogluconate dehydrogenase	Saccharomyces cerevisiae	489	P38720	44.21
26S proteasome regulatory subunit RPN1 	Saccharomyces cerevisiae	993	P38764	44.44
Uncharacterized isomerase YHI9 	Saccharomyces cerevisiae	294	P38765	59.69
GTPase-activating protein NEL1 	Saccharomyces cerevisiae	630	P38769	52.02
Family of serine hydrolases 1 	Saccharomyces cerevisiae	243	P38777	55.53
Ribosome-associated complex subunit SSZ1 	Saccharomyces cerevisiae	538	P38788	48.43
Deoxyhypusine synthase 	Saccharomyces cerevisiae	387	P38791	42.15
Exosome complex component RRP4 	Saccharomyces cerevisiae	359	P38792	49.19
Glutamine-dependent NAD	Saccharomyces cerevisiae	714	P38795	50.24
Restriction of telomere capping protein 3	Saccharomyces cerevisiae	111	P38804	40.48
Ribosome production factor 1 	Saccharomyces cerevisiae	295	P38805	59.34
SED5-binding protein 3 	Saccharomyces cerevisiae	929	P38810	47.42
ADP-ribosylation factor-binding protein GGA2 	Saccharomyces cerevisiae	585	P38817	57.34
Protein TOM71 	Saccharomyces cerevisiae	639	P38825	46.76
Putative metallocarboxypeptidase ECM14 	Saccharomyces cerevisiae	430	P38836	67.41
Aromatic amino acid aminotransferase 2 	Saccharomyces cerevisiae	513	P38840	53.38
Cruciform DNA-recognizing protein 1 [Cleaved into: CRP1 short N-terminal subpeptide; CRP1 short C-terminal subpeptide]	Saccharomyces cerevisiae	465	P38845	53.99
Clathrin coat assembly protein AP180A	Saccharomyces cerevisiae	637	P38856	53.89
6-phosphogluconolactonase 3 	Saccharomyces cerevisiae	249	P38858	50.78
60S ribosomal export protein NMD3 	Saccharomyces cerevisiae	518	P38861	62.18
GPI transamidase component GPI16	Saccharomyces cerevisiae	610	P38875	45.18
